topic,id,score
creditreform_insights,0,0.2742612063884735
creditreform_insights,1,0.17821067571640015
creditreform_insights,2,0.0680713877081871
creditreform_insights,3,0.29629600048065186
creditreform_insights,4,0.26026883721351624
creditreform_insights,5,0.197468101978302
creditreform_insights,6,0.2824300229549408
creditreform_insights,7,0.17748147249221802
creditreform_insights,8,0.23157361149787903
creditreform_insights,9,0.1986418217420578
creditreform_insights,10,0.054847750812768936
creditreform_insights,11,0.05544673651456833
creditreform_insights,12,0.11127273738384247
creditreform_insights,13,0.24501578509807587
creditreform_insights,14,0.1615004539489746
creditreform_insights,15,0.07071247696876526
creditreform_insights,16,0.05583689361810684
creditreform_insights,17,0.1383468210697174
creditreform_insights,18,0.31758105754852295
creditreform_insights,19,0.21022525429725647
creditreform_insights,20,0.1382034569978714
creditreform_insights,21,0.43536055088043213
creditreform_insights,22,0.16551987826824188
creditreform_insights,23,0.33462947607040405
creditreform_insights,24,0.25200769305229187
creditreform_insights,25,0.1981608271598816
creditreform_insights,26,0.16551987826824188
creditreform_insights,27,0.1981608271598816
creditreform_insights,28,0.33462947607040405
creditreform_insights,29,0.25200769305229187
creditreform_insights,30,0.16551987826824188
creditreform_insights,31,0.33462947607040405
creditreform_insights,32,0.1981608271598816
creditreform_insights,33,0.21299342811107635
creditreform_insights,34,0.18502682447433472
creditreform_insights,35,0.16551987826824188
creditreform_insights,36,0.33462947607040405
creditreform_insights,37,0.16569310426712036
creditreform_insights,38,0.1981608271598816
creditreform_insights,39,0.09090997278690338
creditreform_insights,40,0.2821285128593445
creditreform_insights,41,0.3222799599170685
creditreform_insights,42,0.17170043289661407
creditreform_insights,43,0.24114586412906647
creditreform_insights,44,0.43121594190597534
creditreform_insights,45,0.05150376632809639
creditreform_insights,46,0.23683352768421173
creditreform_insights,47,0.01781027391552925
creditreform_insights,48,0.17334628105163574
creditreform_insights,49,0.16007545590400696
creditreform_insights,50,0.16007545590400696
creditreform_insights,51,0.16007545590400696
creditreform_insights,52,0.16007545590400696
creditreform_insights,53,0.23421767354011536
creditreform_insights,54,0.28760766983032227
creditreform_insights,55,0.09018173813819885
creditreform_insights,56,0.011430754326283932
creditreform_insights,57,0.19312313199043274
creditreform_insights,58,0.004242125432938337
creditreform_insights,59,0.07849805057048798
creditreform_insights,60,0.13780377805233002
creditreform_insights,61,0.2408323884010315
creditreform_insights,62,0.16200974583625793
creditreform_insights,63,0.08676555007696152
creditreform_insights,64,0.2516154944896698
creditreform_insights,65,0.2551204562187195
creditreform_insights,66,0.19042342901229858
creditreform_insights,67,0.31397897005081177
creditreform_insights,68,0.06279433518648148
creditreform_insights,69,0.10954863578081131
creditreform_insights,70,0.2039443850517273
creditreform_insights,71,0.2699289321899414
creditreform_insights,72,0.19762200117111206
creditreform_insights,73,0.047948431223630905
creditreform_insights,74,-0.0278694536536932
creditreform_insights,75,0.13332058489322662
creditreform_insights,76,0.20072966814041138
creditreform_insights,77,0.42202281951904297
creditreform_insights,78,0.29020020365715027
creditreform_insights,79,0.12016233801841736
creditreform_insights,80,0.18009522557258606
creditreform_insights,81,0.29020020365715027
creditreform_insights,82,0.12016233801841736
creditreform_insights,83,0.18009522557258606
creditreform_insights,84,0.29020020365715027
creditreform_insights,85,0.18009522557258606
creditreform_insights,86,0.18661507964134216
creditreform_insights,87,0.18679043650627136
creditreform_insights,88,0.18009522557258606
creditreform_insights,89,0.29020020365715027
creditreform_insights,90,0.10578574240207672
creditreform_insights,91,0.21243441104888916
creditreform_insights,92,0.30251187086105347
